index,filename
0,scene_classification_clean/data/buildings/0.jpg
1,scene_classification_clean/data/buildings/10006.jpg
2,scene_classification_clean/data/buildings/10014.jpg
3,scene_classification_clean/data/buildings/10018.jpg
4,scene_classification_clean/data/buildings/1001.jpg
5,scene_classification_clean/data/buildings/10029.jpg
6,scene_classification_clean/data/buildings/10032.jpg
7,scene_classification_clean/data/buildings/10056.jpg
8,scene_classification_clean/data/buildings/1009.jpg
9,scene_classification_clean/data/buildings/10113.jpg
10,scene_classification_clean/data/buildings/10126.jpg
11,scene_classification_clean/data/buildings/1012.jpg
12,scene_classification_clean/data/buildings/10144.jpg
13,scene_classification_clean/data/buildings/10151.jpg
14,scene_classification_clean/data/buildings/10161.jpg
15,scene_classification_clean/data/buildings/10165.jpg
16,scene_classification_clean/data/buildings/10176.jpg
17,scene_classification_clean/data/buildings/10184.jpg
18,scene_classification_clean/data/buildings/10185.jpg
19,scene_classification_clean/data/buildings/10191.jpg
20,scene_classification_clean/data/buildings/10196.jpg
21,scene_classification_clean/data/buildings/10198.jpg
22,scene_classification_clean/data/buildings/10205.jpg
23,scene_classification_clean/data/buildings/10210.jpg
24,scene_classification_clean/data/buildings/10228.jpg
25,scene_classification_clean/data/buildings/10231.jpg
26,scene_classification_clean/data/buildings/10251.jpg
27,scene_classification_clean/data/buildings/10252.jpg
28,scene_classification_clean/data/buildings/10257.jpg
29,scene_classification_clean/data/buildings/10266.jpg
30,scene_classification_clean/data/buildings/10278.jpg
31,scene_classification_clean/data/buildings/1028.jpg
32,scene_classification_clean/data/buildings/10295.jpg
33,scene_classification_clean/data/buildings/10303.jpg
34,scene_classification_clean/data/buildings/10306.jpg
35,scene_classification_clean/data/buildings/10310.jpg
36,scene_classification_clean/data/buildings/10316.jpg
37,scene_classification_clean/data/buildings/10318.jpg
38,scene_classification_clean/data/buildings/10328.jpg
39,scene_classification_clean/data/buildings/10350.jpg
40,scene_classification_clean/data/buildings/10357.jpg
41,scene_classification_clean/data/buildings/10362.jpg
42,scene_classification_clean/data/buildings/10367.jpg
43,scene_classification_clean/data/buildings/10383.jpg
44,scene_classification_clean/data/buildings/10402.jpg
45,scene_classification_clean/data/buildings/10421.jpg
46,scene_classification_clean/data/buildings/10444.jpg
47,scene_classification_clean/data/buildings/10452.jpg
48,scene_classification_clean/data/buildings/1045.jpg
49,scene_classification_clean/data/buildings/10466.jpg
50,scene_classification_clean/data/buildings/10480.jpg
51,scene_classification_clean/data/buildings/10485.jpg
52,scene_classification_clean/data/buildings/10489.jpg
53,scene_classification_clean/data/buildings/10495.jpg
54,scene_classification_clean/data/buildings/10499.jpg
55,scene_classification_clean/data/buildings/10500.jpg
56,scene_classification_clean/data/buildings/10502.jpg
57,scene_classification_clean/data/buildings/10511.jpg
58,scene_classification_clean/data/buildings/10520.jpg
59,scene_classification_clean/data/buildings/10528.jpg
60,scene_classification_clean/data/buildings/10553.jpg
61,scene_classification_clean/data/buildings/10559.jpg
62,scene_classification_clean/data/buildings/1055.jpg
63,scene_classification_clean/data/buildings/10570.jpg
64,scene_classification_clean/data/buildings/10576.jpg
65,scene_classification_clean/data/buildings/10582.jpg
66,scene_classification_clean/data/buildings/1058.jpg
67,scene_classification_clean/data/buildings/10598.jpg
68,scene_classification_clean/data/buildings/10620.jpg
69,scene_classification_clean/data/buildings/10626.jpg
70,scene_classification_clean/data/buildings/10630.jpg
71,scene_classification_clean/data/buildings/10641.jpg
72,scene_classification_clean/data/buildings/10646.jpg
73,scene_classification_clean/data/buildings/1064.jpg
74,scene_classification_clean/data/buildings/10656.jpg
75,scene_classification_clean/data/buildings/10672.jpg
76,scene_classification_clean/data/buildings/10695.jpg
77,scene_classification_clean/data/buildings/10699.jpg
78,scene_classification_clean/data/buildings/10717.jpg
79,scene_classification_clean/data/buildings/10720.jpg
80,scene_classification_clean/data/buildings/10730.jpg
81,scene_classification_clean/data/buildings/10744.jpg
82,scene_classification_clean/data/buildings/10754.jpg
83,scene_classification_clean/data/buildings/10756.jpg
84,scene_classification_clean/data/buildings/10790.jpg
85,scene_classification_clean/data/buildings/10792.jpg
86,scene_classification_clean/data/buildings/10798.jpg
87,scene_classification_clean/data/buildings/10805.jpg
88,scene_classification_clean/data/buildings/10809.jpg
89,scene_classification_clean/data/buildings/10812.jpg
90,scene_classification_clean/data/buildings/10828.jpg
91,scene_classification_clean/data/buildings/10831.jpg
92,scene_classification_clean/data/buildings/10842.jpg
93,scene_classification_clean/data/buildings/10849.jpg
94,scene_classification_clean/data/buildings/10865.jpg
95,scene_classification_clean/data/buildings/10872.jpg
96,scene_classification_clean/data/buildings/10878.jpg
97,scene_classification_clean/data/buildings/10886.jpg
98,scene_classification_clean/data/buildings/10892.jpg
99,scene_classification_clean/data/buildings/10899.jpg
100,scene_classification_clean/data/buildings/1090.jpg
101,scene_classification_clean/data/buildings/10911.jpg
102,scene_classification_clean/data/buildings/10924.jpg
103,scene_classification_clean/data/buildings/10936.jpg
104,scene_classification_clean/data/buildings/1093.jpg
105,scene_classification_clean/data/buildings/10963.jpg
106,scene_classification_clean/data/buildings/10978.jpg
107,scene_classification_clean/data/buildings/10997.jpg
108,scene_classification_clean/data/buildings/11003.jpg
109,scene_classification_clean/data/buildings/11011.jpg
110,scene_classification_clean/data/buildings/11024.jpg
111,scene_classification_clean/data/buildings/11037.jpg
112,scene_classification_clean/data/buildings/11042.jpg
113,scene_classification_clean/data/buildings/11045.jpg
114,scene_classification_clean/data/buildings/1104.jpg
115,scene_classification_clean/data/buildings/11054.jpg
116,scene_classification_clean/data/buildings/11055.jpg
117,scene_classification_clean/data/buildings/11077.jpg
118,scene_classification_clean/data/buildings/1107.jpg
119,scene_classification_clean/data/buildings/11084.jpg
120,scene_classification_clean/data/buildings/11098.jpg
121,scene_classification_clean/data/buildings/11108.jpg
122,scene_classification_clean/data/buildings/11117.jpg
123,scene_classification_clean/data/buildings/1112.jpg
124,scene_classification_clean/data/buildings/11131.jpg
125,scene_classification_clean/data/buildings/11157.jpg
126,scene_classification_clean/data/buildings/11173.jpg
127,scene_classification_clean/data/buildings/11181.jpg
128,scene_classification_clean/data/buildings/11197.jpg
129,scene_classification_clean/data/buildings/11203.jpg
130,scene_classification_clean/data/buildings/11209.jpg
131,scene_classification_clean/data/buildings/11226.jpg
132,scene_classification_clean/data/buildings/11235.jpg
133,scene_classification_clean/data/buildings/11244.jpg
134,scene_classification_clean/data/buildings/11249.jpg
135,scene_classification_clean/data/buildings/11259.jpg
136,scene_classification_clean/data/buildings/11274.jpg
137,scene_classification_clean/data/buildings/11278.jpg
138,scene_classification_clean/data/buildings/11290.jpg
139,scene_classification_clean/data/buildings/112.jpg
140,scene_classification_clean/data/buildings/11302.jpg
141,scene_classification_clean/data/buildings/11305.jpg
142,scene_classification_clean/data/buildings/11306.jpg
143,scene_classification_clean/data/buildings/11307.jpg
144,scene_classification_clean/data/buildings/11309.jpg
145,scene_classification_clean/data/buildings/11315.jpg
146,scene_classification_clean/data/buildings/11316.jpg
147,scene_classification_clean/data/buildings/11317.jpg
148,scene_classification_clean/data/buildings/11323.jpg
149,scene_classification_clean/data/buildings/11334.jpg
150,scene_classification_clean/data/buildings/11338.jpg
151,scene_classification_clean/data/buildings/11345.jpg
152,scene_classification_clean/data/buildings/11349.jpg
153,scene_classification_clean/data/buildings/11363.jpg
154,scene_classification_clean/data/buildings/11366.jpg
155,scene_classification_clean/data/buildings/11371.jpg
156,scene_classification_clean/data/buildings/11374.jpg
157,scene_classification_clean/data/buildings/11418.jpg
158,scene_classification_clean/data/buildings/11425.jpg
159,scene_classification_clean/data/buildings/11428.jpg
160,scene_classification_clean/data/buildings/11458.jpg
161,scene_classification_clean/data/buildings/11471.jpg
162,scene_classification_clean/data/buildings/11477.jpg
163,scene_classification_clean/data/buildings/11483.jpg
164,scene_classification_clean/data/buildings/11499.jpg
165,scene_classification_clean/data/buildings/11502.jpg
166,scene_classification_clean/data/buildings/11523.jpg
167,scene_classification_clean/data/buildings/11530.jpg
168,scene_classification_clean/data/buildings/11560.jpg
169,scene_classification_clean/data/buildings/11568.jpg
170,scene_classification_clean/data/buildings/11569.jpg
171,scene_classification_clean/data/buildings/11570.jpg
172,scene_classification_clean/data/buildings/11594.jpg
173,scene_classification_clean/data/buildings/11595.jpg
174,scene_classification_clean/data/buildings/11599.jpg
175,scene_classification_clean/data/buildings/11601.jpg
176,scene_classification_clean/data/buildings/11605.jpg
177,scene_classification_clean/data/buildings/11613.jpg
178,scene_classification_clean/data/buildings/1161.jpg
179,scene_classification_clean/data/buildings/11620.jpg
180,scene_classification_clean/data/buildings/11622.jpg
181,scene_classification_clean/data/buildings/11627.jpg
182,scene_classification_clean/data/buildings/11628.jpg
183,scene_classification_clean/data/buildings/11635.jpg
184,scene_classification_clean/data/buildings/11642.jpg
185,scene_classification_clean/data/buildings/11658.jpg
186,scene_classification_clean/data/buildings/11670.jpg
187,scene_classification_clean/data/buildings/11696.jpg
188,scene_classification_clean/data/buildings/11700.jpg
189,scene_classification_clean/data/buildings/11718.jpg
190,scene_classification_clean/data/buildings/11731.jpg
191,scene_classification_clean/data/buildings/11753.jpg
192,scene_classification_clean/data/buildings/11780.jpg
193,scene_classification_clean/data/buildings/11788.jpg
194,scene_classification_clean/data/buildings/11795.jpg
195,scene_classification_clean/data/buildings/11796.jpg
196,scene_classification_clean/data/buildings/11808.jpg
197,scene_classification_clean/data/buildings/11813.jpg
198,scene_classification_clean/data/buildings/11827.jpg
199,scene_classification_clean/data/buildings/11845.jpg
200,scene_classification_clean/data/buildings/11855.jpg
201,scene_classification_clean/data/buildings/11883.jpg
202,scene_classification_clean/data/buildings/11899.jpg
203,scene_classification_clean/data/buildings/11910.jpg
204,scene_classification_clean/data/buildings/11924.jpg
205,scene_classification_clean/data/buildings/11929.jpg
206,scene_classification_clean/data/buildings/11937.jpg
207,scene_classification_clean/data/buildings/1193.jpg
208,scene_classification_clean/data/buildings/11941.jpg
209,scene_classification_clean/data/buildings/11945.jpg
210,scene_classification_clean/data/buildings/11947.jpg
211,scene_classification_clean/data/buildings/11959.jpg
212,scene_classification_clean/data/buildings/11961.jpg
213,scene_classification_clean/data/buildings/1196.jpg
214,scene_classification_clean/data/buildings/11990.jpg
215,scene_classification_clean/data/buildings/11991.jpg
216,scene_classification_clean/data/buildings/11992.jpg
217,scene_classification_clean/data/buildings/11993.jpg
218,scene_classification_clean/data/buildings/12000.jpg
219,scene_classification_clean/data/buildings/12010.jpg
220,scene_classification_clean/data/buildings/1201.jpg
221,scene_classification_clean/data/buildings/12024.jpg
222,scene_classification_clean/data/buildings/12028.jpg
223,scene_classification_clean/data/buildings/12042.jpg
224,scene_classification_clean/data/buildings/1204.jpg
225,scene_classification_clean/data/buildings/12050.jpg
226,scene_classification_clean/data/buildings/12058.jpg
227,scene_classification_clean/data/buildings/12060.jpg
228,scene_classification_clean/data/buildings/12063.jpg
229,scene_classification_clean/data/buildings/12065.jpg
230,scene_classification_clean/data/buildings/12067.jpg
231,scene_classification_clean/data/buildings/12068.jpg
232,scene_classification_clean/data/buildings/12070.jpg
233,scene_classification_clean/data/buildings/12091.jpg
234,scene_classification_clean/data/buildings/12134.jpg
235,scene_classification_clean/data/buildings/12135.jpg
236,scene_classification_clean/data/buildings/12144.jpg
237,scene_classification_clean/data/buildings/12157.jpg
238,scene_classification_clean/data/buildings/12160.jpg
239,scene_classification_clean/data/buildings/12168.jpg
240,scene_classification_clean/data/buildings/12171.jpg
241,scene_classification_clean/data/buildings/12172.jpg
242,scene_classification_clean/data/buildings/12193.jpg
243,scene_classification_clean/data/buildings/12200.jpg
244,scene_classification_clean/data/buildings/1220.jpg
245,scene_classification_clean/data/buildings/1221.jpg
246,scene_classification_clean/data/buildings/12221.jpg
247,scene_classification_clean/data/buildings/12223.jpg
248,scene_classification_clean/data/buildings/12231.jpg
249,scene_classification_clean/data/buildings/12232.jpg
250,scene_classification_clean/data/buildings/12233.jpg
251,scene_classification_clean/data/buildings/12244.jpg
252,scene_classification_clean/data/buildings/12257.jpg
253,scene_classification_clean/data/buildings/12263.jpg
254,scene_classification_clean/data/buildings/12265.jpg
255,scene_classification_clean/data/buildings/12268.jpg
256,scene_classification_clean/data/buildings/12273.jpg
257,scene_classification_clean/data/buildings/12280.jpg
258,scene_classification_clean/data/buildings/12288.jpg
259,scene_classification_clean/data/buildings/12290.jpg
260,scene_classification_clean/data/buildings/12295.jpg
261,scene_classification_clean/data/buildings/12315.jpg
262,scene_classification_clean/data/buildings/1231.jpg
263,scene_classification_clean/data/buildings/12330.jpg
264,scene_classification_clean/data/buildings/12348.jpg
